# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YGR127W	YGR127W	YGR127W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGR130C	YGR130C	YGR130C_mRNA	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2
YGR151C	YGR151C	YGR151C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YGR153W	YGR153W	YGR153W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGR160W	YGR160W	YGR160W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGR161W-A	YGR161W-A	YGR161W-A		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YGR161W-B	YGR161W-B	YGR161W-B		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YGR161W-C	YGR161W-C	YGR161W-C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YGR164W	YGR164W	YGR164W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGR168C	YGR168C	YGR168C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGR265W	YGR265W	YGR265W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGR266W	YGR266W	YGR266W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
YGR269W	YGR269W	YGR269W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YGR270C-A	YGR270C-A	YGR270C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YHC1	YLR298C	YLR298C_mRNA	protein_coding	0	0	0	17	10	0	0	0	0	0	0	0	0	0	7
YHL049C	YHL049C	YHL049C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YHL050C	YHL050C	YHL050C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YHL050W-A	YHL050W-A	YHL050W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YHR069C-A	YHR069C-A	YHR069C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YHR070C-A	YHR070C-A	YHR070C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YHR071C-A	YHR071C-A	YHR071C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YHR073W-A	YHR073W-A	YHR073W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YHR145C	YHR145C	YHR145C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YHR218W	YHR218W	YHR218W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YHR218W-A	YHR218W-A	YHR218W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YHR219C-A	YHR219C-A	YHR219C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YHR219W	YHR219W	YHR219W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YIL012W	YIL012W	YIL012W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YIL027C	YIL027C	YIL027C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YIL028W	YIL028W	YIL028W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YIL029C	YIL029C	YIL029C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YIL029W-A	YIL029W-A	YIL029W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YIL030W-A	YIL030W-A	YIL030W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YIL046W-A	YIL046W-A	YIL046W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YIL047C-A	YIL047C-A	YIL047C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YIL058W	YIL058W	YIL058W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YIL059C	YIL059C	YIL059C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YIL060W	YIL060W	YIL060W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YIL134C-A	YIL134C-A	YIL134C-A_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2
YIL141W	YIL141W	YIL141W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
YIL142C-A	YIL142C-A	YIL142C-A_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
YIL144W	YIL144W	YIL144W_mRNA	protein_coding	0	0	0	7	3	0	0	0	0	0	0	0	0	0	4
YIL152W	YIL152W	YIL152W_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	0	3
YIL154C	YIL154C	YIL154C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
YIP3	YNL044W	YNL044W_mRNA	protein_coding	0	0	1	6	4	0	0	1	0	0	0	0	0	0	2
YIR035C	YIR035C	YIR035C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YIR036W-A	YIR036W-A	YIR036W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YIR042C	YIR042C	YIR042C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YJL009W	YJL009W	YJL009W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
YJL077W-A	YJL077W-A	YJL077W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YJL077W-B	YJL077W-B	YJL077W-B_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YJL211C	YJL211C	YJL211C_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0
YJL213W	YJL213W	YJL213W_mRNA	protein_coding	0	0	0	11	7	0	0	0	0	0	0	0	0	0	4
YJL215C	YJL215C	YJL215C_mRNA	protein_coding	0	0	0	6	2	0	0	0	0	0	0	0	0	0	4
YJL218W	YJL218W	YJL218W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
YJL220W	YJL220W	YJL220W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YJR029W	YJR029W	YJR029W		0	0	0	10	10	0	0	0	0	0	0	0	0	0	0
YJR037W	YJR037W	YJR037W_mRNA	protein_coding	0	0	1	29	16	0	0	1	0	0	0	0	0	0	13
YJR038C	YJR038C	YJR038C_mRNA	protein_coding	0	1	2	27	11	0	0	2	0	0	0	0	0	1	16
YJR039W	YJR039W	YJR039W_mRNA	protein_coding	0	4	5	29	16	0	0	5	0	0	0	0	0	4	13
YJR056C	YJR056C	YJR056C_mRNA	protein_coding	0	3	0	39	16	0	0	0	0	0	0	0	0	3	23
YJR061W	YJR061W	YJR061W_mRNA	protein_coding	0	1	1	26	11	0	0	1	0	0	0	0	0	1	15
YJR071W	YJR071W	YJR071W_mRNA	protein_coding	0	1	1	15	9	0	0	1	0	0	0	0	0	1	6
YKL102C	YKL102C	YKL102C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YKL103C	YKL103C	YKL103C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
YKR104W	YKR104W	YKR104W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YKT6	YKL196C	YKL196C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLH47	YPR125W	YPR125W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YLR030W	YLR030W	YLR030W_mRNA	protein_coding	0	0	1	14	7	0	0	1	0	0	0	0	0	0	7
YLR031W	YLR031W	YLR031W_mRNA	protein_coding	0	0	0	15	8	0	0	0	0	0	0	0	0	0	7
YLR035C-A	YLR035C-A	YLR035C-A		0	0	0	6	4	0	0	0	0	0	0	0	0	0	2
YLR036C	YLR036C	YLR036C_mRNA	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8
YLR041W	YLR041W	YLR041W_mRNA	protein_coding	0	0	0	7	4	0	0	0	0	0	0	0	0	0	3
YLR042C	YLR042C	YLR042C_mRNA	protein_coding	0	1	0	6	4	0	0	0	0	0	0	0	0	1	2
YLR049C	YLR049C	YLR049C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
YLR050C	YLR050C	YLR050C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
YLR053C	YLR053C	YLR053C_mRNA	protein_coding	0	0	0	8	1	0	0	0	0	0	0	0	0	0	7
YLR076C	YLR076C	YLR076C_mRNA	protein_coding	0	0	0	22	8	0	0	0	0	0	0	0	0	0	14
YLR101C	YLR101C	YLR101C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
YLR111W	YLR111W	YLR111W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
YLR112W	YLR112W	YLR112W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
YLR118C	YLR118C	YLR118C_mRNA	protein_coding	0	0	0	10	9	0	0	0	0	0	0	0	0	0	1
YLR120W-A	YLR120W-A	YLR120W-A_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
YLR149C	YLR149C	YLR149C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLR149C-A	YLR149C-A	YLR149C-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
YLR152C	YLR152C	YLR152C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
YLR154W-A	YLR154W-A	YLR154W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLR154W-B	YLR154W-B	YLR154W-B_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLR154W-E	YLR154W-E	YLR154W-E_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLR154W-F	YLR154W-F	YLR154W-F_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLR217W	YLR217W	YLR217W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
YLR222C-A	YLR222C-A	YLR222C-A_mRNA	protein_coding	0	0	0	10	5	0	0	0	0	0	0	0	0	0	5
YLR225C	YLR225C	YLR225C_mRNA	protein_coding	0	2	0	9	6	0	0	0	0	0	0	0	0	2	3
YLR227W-A	YLR227W-A	YLR227W-A		0	0	0	5	2	0	0	0	0	0	0	0	0	0	3
YLR227W-B	YLR227W-B	YLR227W-B		0	0	0	11	8	0	0	0	0	0	0	0	0	0	3
YLR230W	YLR230W	YLR230W_mRNA	protein_coding	0	0	0	11	4	0	0	0	0	0	0	0	0	0	7
YLR232W	YLR232W	YLR232W_mRNA	protein_coding	0	0	0	12	8	0	0	0	0	0	0	0	0	0	4
YLR235C	YLR235C	YLR235C_mRNA	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0
YLR236C	YLR236C	YLR236C_mRNA	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0
YLR252W	YLR252W	YLR252W_mRNA	protein_coding	0	0	0	19	15	0	0	0	0	0	0	0	0	0	4
YLR255C	YLR255C	YLR255C_mRNA	protein_coding	0	0	0	28	10	0	0	0	0	0	0	0	0	0	18
YLR256W-A	YLR256W-A	YLR256W-A		0	0	0	20	2	0	0	0	0	0	0	0	0	0	18
YLR257W	YLR257W	YLR257W_mRNA	protein_coding	0	0	1	17	13	0	0	1	0	0	0	0	0	0	4
YLR264C-A	YLR264C-A	YLR264C-A_mRNA	protein_coding	0	0	0	23	17	0	0	0	0	0	0	0	0	0	6
YLR269C	YLR269C	YLR269C_mRNA	protein_coding	0	2	0	14	7	0	0	0	0	0	0	0	0	2	7
YLR278C	YLR278C	YLR278C_mRNA	protein_coding	0	8	1	21	5	0	0	1	0	0	0	0	0	8	16
YLR279W	YLR279W	YLR279W_mRNA	protein_coding	0	1	0	25	15	0	0	0	0	0	0	0	0	1	10
YLR280C	YLR280C	YLR280C_mRNA	protein_coding	0	0	2	24	10	0	0	2	0	0	0	0	0	0	14
YLR281C	YLR281C	YLR281C_mRNA	protein_coding	0	1	1	25	10	0	0	1	0	0	0	0	0	1	15
YLR282C	YLR282C	YLR282C_mRNA	protein_coding	0	0	0	28	11	0	0	0	0	0	0	0	0	0	17
YLR283W	YLR283W	YLR283W_mRNA	protein_coding	0	2	0	29	18	0	0	0	0	0	0	0	0	2	11
YLR285C-A	YLR285C-A	YLR285C-A_mRNA	protein_coding	0	2	0	24	11	0	0	0	0	0	0	0	0	2	13
YLR286W-A	YLR286W-A	YLR286W-A_mRNA	protein_coding	0	0	1	25	15	0	0	1	0	0	0	0	0	0	10
YLR287C	YLR287C	YLR287C_mRNA	protein_coding	0	0	2	33	17	0	0	2	0	0	0	0	0	0	16
YLR294C	YLR294C	YLR294C_mRNA	protein_coding	0	0	0	22	9	0	0	0	0	0	0	0	0	0	13
YLR296W	YLR296W	YLR296W_mRNA	protein_coding	0	0	0	20	8	0	0	0	0	0	0	0	0	0	12
YLR297W	YLR297W	YLR297W_mRNA	protein_coding	0	0	0	18	6	0	0	0	0	0	0	0	0	0	12
YLR299C-A	YLR299C-A	YLR299C-A_mRNA	protein_coding	0	0	0	11	8	0	0	0	0	0	0	0	0	0	3
YLR302C	YLR302C	YLR302C_mRNA	protein_coding	0	0	0	7	3	0	0	0	0	0	0	0	0	0	4
YLR307C-A	YLR307C-A	YLR307C-A_mRNA	protein_coding	0	1	0	23	8	0	0	0	0	0	0	0	0	1	15
YLR311C	YLR311C	YLR311C_mRNA	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	0	4
YLR312C	YLR312C	YLR312C_mRNA	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	0	4
YLR317W	YLR317W	YLR317W_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	0	3
YLR326W	YLR326W	YLR326W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
YLR334C	YLR334C	YLR334C_mRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	0	1
YLR339C	YLR339C	YLR339C_mRNA	protein_coding	0	0	1	17	7	0	0	1	0	0	0	0	0	0	10
YLR342W-A	YLR342W-A	YLR342W-A_mRNA	protein_coding	0	0	0	18	13	0	0	0	0	0	0	0	0	0	5
YLR345W	YLR345W	YLR345W_mRNA	protein_coding	0	0	0	14	1	0	0	0	0	0	0	0	0	0	13
YLR347W-A	YLR347W-A	YLR347W-A_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	0	3
YLR349W	YLR349W	YLR349W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
YLR352W	YLR352W	YLR352W_mRNA	protein_coding	0	1	0	4	2	0	0	0	0	0	0	0	0	1	2
YLR358C	YLR358C	YLR358C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
YLR361C-A	YLR361C-A	YLR361C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YLR363W-A	YLR363W-A	YLR363W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YLR364C-A	YLR364C-A	YLR364C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLR365W	YLR365W	YLR365W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YLR366W	YLR366W	YLR366W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YLR437C-A	YLR437C-A	YLR437C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLR460C	YLR460C	YLR460C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLR462W	YLR462W	YLR462W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLR463C	YLR463C	YLR463C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YLR464W	YLR464W	YLR464W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YMD8	YML038C	YML038C_mRNA	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	0	0	6
YML031C-A	YML031C-A	YML031C-A_mRNA	protein_coding	0	1	1	41	16	0	0	1	0	1	0	0	1	0	25
YML034C-A	YML034C-A	YML034C-A_mRNA	protein_coding	0	1	1	22	6	0	0	1	0	0	0	0	0	1	16
YML037C	YML037C	YML037C_mRNA	protein_coding	0	0	0	9	1	0	0	0	0	0	0	0	0	0	8
YML039W	YML039W	YML039W		0	0	0	11	1	0	0	0	0	0	0	0	0	0	10
YML040W	YML040W	YML040W		0	0	0	11	1	0	0	0	0	0	0	0	0	0	10
YML045W	YML045W	YML045W		0	0	0	12	9	0	0	0	0	0	0	0	0	0	3
YML045W-A	YML045W-A	YML045W-A		0	0	0	4	1	0	0	0	0	0	0	0	0	0	3
YML047W-A	YML047W-A	YML047W-A_mRNA	protein_coding	0	0	0	17	3	0	0	0	0	0	0	0	0	0	14
YML053C	YML053C	YML053C_mRNA	protein_coding	0	0	1	14	3	0	0	1	0	0	0	0	0	0	11
YML054C-A	YML054C-A	YML054C-A_mRNA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
YML079W	YML079W	YML079W_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0
YML082W	YML082W	YML082W_mRNA	protein_coding	0	1	0	12	1	0	0	0	0	0	0	0	0	1	11
YML083C	YML083C	YML083C_mRNA	protein_coding	0	3	2	10	7	0	0	2	0	0	0	0	0	3	3
YML084W	YML084W	YML084W_mRNA	protein_coding	0	0	2	14	8	0	0	2	0	0	0	0	0	0	6
YML089C	YML089C	YML089C_mRNA	protein_coding	0	0	0	18	9	0	0	0	0	0	0	0	0	0	9
YML090W	YML090W	YML090W_mRNA	protein_coding	0	1	0	17	9	0	0	0	0	0	0	0	0	1	8
YML094C-A	YML094C-A	YML094C-A_mRNA	protein_coding	0	1	0	22	8	0	0	0	0	0	0	0	0	1	14
YML096W	YML096W	YML096W_mRNA	protein_coding	0	1	2	29	11	0	0	2	0	0	0	0	0	1	18
YML099W-A	YML099W-A	YML099W-A_mRNA	protein_coding	0	0	0	17	15	0	0	0	0	0	0	0	0	0	2
YML100W-A	YML100W-A	YML100W-A_mRNA	protein_coding	1	0	0	9	6	1	0	0	0	0	0	0	0	0	3
YML101C-A	YML101C-A	YML101C-A_mRNA	protein_coding	0	0	0	6	3	0	0	0	0	0	0	0	0	0	3
YML108W	YML108W	YML108W_mRNA	protein_coding	0	0	2	27	5	0	0	2	0	0	0	0	0	0	22
YML116W-A	YML116W-A	YML116W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YML119W	YML119W	YML119W_mRNA	protein_coding	0	0	0	8	1	0	0	0	0	0	0	0	0	0	7
YML122C	YML122C	YML122C_mRNA	protein_coding	0	0	0	42	35	0	0	0	0	0	0	0	0	0	7
YML131W	YML131W	YML131W_mRNA	protein_coding	0	4	3	16	7	0	0	3	0	0	0	0	0	4	9
YML133C	YML133C	YML133C_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
YML6	YML025C	YML025C_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0
YMR193C-A	YMR193C-A	YMR193C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YMR206W	YMR206W	YMR206W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YND1	YER005W	YER005W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YNL040W	YNL040W	YNL040W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YNL042W-B	YNL042W-B	YNL042W-B_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
YNL043C	YNL043C	YNL043C_mRNA	protein_coding	0	0	0	7	3	0	0	0	0	0	0	0	0	0	4
YNL046W	YNL046W	YNL046W_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0
YNL067W-A	YNL067W-A	YNL067W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YNL067W-B	YNL067W-B	YNL067W-B_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YNL095C	YNL095C	YNL095C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
YNL097C-B	YNL097C-B	YNL097C-B_mRNA	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	0	4
YNL097W-A	YNL097W-A	YNL097W-A_mRNA	protein_coding	0	0	1	4	0	0	0	1	0	0	0	0	0	0	4
YNL100W	YNL100W	YNL100W_mRNA	protein_coding	0	0	0	6	4	0	0	0	0	0	0	0	0	0	2
YNL103W-A	YNL103W-A	YNL103W-A_mRNA	protein_coding	0	0	0	13	5	0	0	0	0	0	0	0	0	0	8
YNL108C	YNL108C	YNL108C_mRNA	protein_coding	0	2	0	21	9	0	0	0	0	0	0	0	0	2	12
YNL109W	YNL109W	YNL109W_mRNA	protein_coding	0	1	1	20	11	0	0	1	0	0	0	0	0	1	9
YNL114C	YNL114C	YNL114C_mRNA	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8
YNL115C	YNL115C	YNL115C_mRNA	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8
YNL122C	YNL122C	YNL122C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YNL134C	YNL134C	YNL134C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
YNL140C	YNL140C	YNL140C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YNL143C	YNL143C	YNL143C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YNL144C	YNL144C	YNL144C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YNL162W-A	YNL162W-A	YNL162W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YNL284C-B	YNL284C-B	YNL284C-B		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YNL285W	YNL285W	YNL285W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YNL324W	YNL324W	YNL324W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YNR029C	YNR029C	YNR029C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YNR040W	YNR040W	YNR040W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YNR061C	YNR061C	YNR061C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YNR062C	YNR062C	YNR062C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YNR063W	YNR063W	YNR063W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YNR064C	YNR064C	YNR064C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YOL019W	YOL019W	YOL019W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YOL019W-A	YOL019W-A	YOL019W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YOL024W	YOL024W	YOL024W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YOL029C	YOL029C	YOL029C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
YOL150C	YOL150C	YOL150C_mRNA	protein_coding	0	4	0	23	11	0	0	0	0	0	0	0	0	4	12
YOL155W-A	YOL155W-A	YOL155W-A_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
YOR015W	YOR015W	YOR015W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YOR019W	YOR019W	YOR019W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YOR282W	YOR282W	YOR282W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YOR283W	YOR283W	YOR283W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YOR289W	YOR289W	YOR289W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YOR329W-A	YOR329W-A	YOR329W-A_mRNA	protein_coding	0	0	0	8	5	0	0	0	0	0	0	0	0	0	3
YOR331C	YOR331C	YOR331C_mRNA	protein_coding	1	0	0	7	5	0	0	0	0	0	0	1	0	0	2
YOR333C	YOR333C	YOR333C_mRNA	protein_coding	0	0	0	7	5	0	0	0	0	0	0	0	0	0	2
YOR335W-A	YOR335W-A	YOR335W-A_mRNA	protein_coding	0	0	0	8	4	0	0	0	0	0	0	0	0	0	4
YOR338W	YOR338W	YOR338W_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3
YOR342C	YOR342C	YOR342C_mRNA	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0
YOR343C	YOR343C	YOR343C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
YOR343W-A	YOR343W-A	YOR343W-A		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YOR343W-B	YOR343W-B	YOR343W-B		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YOR345C	YOR345C	YOR345C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YOX1	YML027W	YML027W_mRNA	protein_coding	0	2	0	24	0	0	0	0	0	0	0	0	0	2	24
YPL135C-A	YPL135C-A	YPL135C-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YPL136W	YPL136W	YPL136W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YPL142C	YPL142C	YPL142C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YPL150W	YPL150W	YPL150W_mRNA	protein_coding	0	1	0	2	2	0	0	0	0	0	0	0	0	1	0
